pressure,temperature,rotation_speed,polish_time,slurry_flow_rate,pad_conditioning,head_force,back_pressure,pad_age,material_type,is_faulty,quality_score
5.043523534119085,21.8868362026805,106.15771149771142,63.875777470173915,192.73766677688866,0,11.090183471020447,1.9663399153656715,81,W,0,94.30617548510007
4.850496324767066,24.143769678068175,112.03884437168816,62.76520042926179,159.85086278509982,0,9.251903935378353,2.119820666372719,31,Cu,0,95.17364809318494
5.045880388267751,28.00151958126862,98.60553724319,61.17012227176574,192.23306123397683,0,8.032674935774006,1.7584481214913295,10,W,0,97.29154935723328
4.006215542699554,26.700443484226987,95.49810735148588,58.75735690962775,193.88761777863374,0,9.978755220723757,2.1618225581462758,49,W,0,85.27735751508625
4.890164056081244,24.302695731184283,100.00527958856597,66.00265829236936,212.6732204954812,0,10.29353752996864,1.8300558157044606,86,W,0,90.8282423930759
5.178556285755874,24.301484591363142,106.01206748929116,60.70179934924023,186.036006507779,0,10.249417687685042,1.9034032147854318,94,Al,0,73.35401113701812
5.738947022370758,24.356729897565234,85.56145183866458,50.16465148206424,233.57349346745133,0,9.673326752490956,2.1061366246020095,21,Cu,0,86.95866879861947
4.740864890863176,29.153495967121682,77.03819046862762,54.414067691464986,161.76718898696487,0,10.124752099663935,1.8673127685561024,53,Cu,1,36.80611548994482
4.595753198553406,25.763870904463108,94.49463150508416,59.07077123903626,226.2233499560525,1,11.515444808352248,2.007514971867173,87,Cu,0,82.95150655079833
4.749121478207732,25.86008329438214,87.79287574085842,61.549994915827774,195.5136205824379,1,10.38173416896251,1.9370618342423815,76,W,0,89.02151524920158
5.457701058851037,27.060566908063684,94.9185980235269,59.717057555500524,217.19169744687113,0,9.626631574996916,2.0258736013407637,89,Al,0,77.70957813561343
5.164375554829842,25.477578318053027,98.52219681182528,66.09485394896832,201.59602968117466,1,9.499802182904004,1.5238521788953006,54,Cu,0,71.56555173390284
4.735119898116481,24.481915708358592,95.46751590976987,50.24449067980687,222.79111072050938,0,9.83014764232227,1.6340636369583834,57,W,0,70.30701569226272
5.256633716556678,24.607300301830044,114.52467534470745,60.7179396825258,192.25276070894378,0,11.63673996183064,2.1231934012093676,20,Al,0,70.66478606633565
5.04853877467402,24.85679748117187,103.2674476460232,50.91010387306423,178.02759149644376,1,9.816699290473803,2.20743628112981,49,Al,0,70.25049212541309
5.484322495266444,24.925555526980318,103.00474359610828,63.79856147742084,228.41008574542127,0,9.980205655479292,1.8179026592936958,7,Cu,0,73.31065169673626
4.648973453061323,26.45525908727396,106.22207144043402,59.52770642778999,197.73038708235717,0,9.517686429063698,1.9511943295657732,29,Cu,0,77.1846614371039
4.836168926701116,25.1038917716146,88.61166882219231,62.09804986012059,204.4311694724842,0,11.098983357441965,2.0589438505804605,48,W,0,76.63664542546897
4.803945923433921,26.46528015443116,110.39111787420269,55.68058519705117,224.69503828089591,0,11.959837254744675,2.138643520331741,93,Cu,0,99.6038978253969
4.268242525933941,24.838566839782835,99.2423571346454,66.39732465828875,179.3608951581113,0,10.450613049431388,1.5944645456658302,13,W,0,79.1801831562683
5.148060138532288,25.15727038063218,106.70480617241212,65.20862332029425,211.90981795278515,0,10.082772903785425,1.8227919506043246,3,Al,0,73.82262350078197
5.130527636089945,21.003598630935784,89.28142766959844,62.91772151505944,188.20210487074218,0,10.036782833174234,1.933484124030025,2,Al,0,86.36687632503273
5.00255672832123,26.832655349404963,84.46241233983936,59.3524137656828,197.35661288711256,1,7.615693211214254,2.14062803944721,16,Al,0,95.73872366192525
4.882706433312427,25.692976951795984,108.17889658025028,62.89928642647566,201.4455793076858,1,10.745150864284817,2.499686096744299,94,Al,0,90.34181130363025
4.292314628974793,26.996020219719306,103.76409526097517,56.465537160063256,169.9955627710613,0,10.134166415995843,1.9543988546380564,6,Cu,0,78.8824626740635
4.78967733861732,19.20748924361262,90.9794844564249,64.27777829510356,184.4232591435913,1,10.428342050660724,1.7186045075792022,45,Cu,0,86.84848479374365
4.828642741736616,29.176749409561456,91.30336918725305,68.2474044716196,227.0214578482628,0,9.288537805916295,2.0804536154402595,71,W,0,91.44567922601227
4.59886136538919,24.720820743689654,111.2543478441477,65.35305279989593,217.72382377169592,0,9.615543121022908,2.264199157908142,5,W,0,91.84313477103227
4.919357144166995,27.216365633475032,88.10588107132672,56.351987650962954,198.7472084534553,0,9.588975063496827,2.0216028241959,56,W,0,89.99615365893067
5.20202542840727,22.920188145748938,116.42672953255963,61.807086586365514,204.86246917025787,0,11.021622984073039,1.8186702909691415,71,W,0,96.12431274326855
5.943092950605265,26.22554781012514,90.99379265352131,53.53429228120676,194.11514988727086,1,9.621240163396907,2.191598788296004,98,W,0,96.10316375032313
5.087288906415919,22.893168873652687,106.38391925608383,62.86195155587838,227.13166771655963,1,12.082660322109797,2.132709123699687,32,Al,0,87.3680967822101
5.128775195361382,23.75246207860839,96.71381524251015,62.253017064312694,195.99294844411673,1,10.430862419015037,1.794783831160875,49,Al,0,82.89569107333637
4.962777042116916,28.828062707733572,106.03187431082343,50.65091830233918,204.63684184269695,1,8.72431734000427,2.0762851235068682,13,Al,0,89.247108866953
4.040614392350479,24.618635198473307,94.55885997885807,54.191080780438185,222.9206028828413,0,9.871453706748044,2.1994531135317743,30,W,0,94.5463600411139
4.986743062275392,25.434865746359446,98.37207093927705,58.58430551628116,184.45257030308187,1,9.348324877843584,2.2363780085117786,25,Al,0,70.16956314523554
5.0301151049705135,26.74013546137751,100.40919175395722,58.49570126429587,231.17578368993787,0,7.805617530179976,1.986710204938109,85,Al,0,99.75991027044553
6.231621056242643,25.99136377594521,89.97812544218527,53.95261532290597,169.39077180513246,0,11.59947094011379,1.9283841107641362,60,Al,0,75.48681316987597
4.903819517609438,25.300837810287153,107.40824345420125,61.94489364676092,232.59284262225597,1,10.703142542220004,2.2454547644162526,59,Al,0,84.10746956979929
5.150773671166807,25.72992200493245,94.86786433528415,61.25736804470256,192.54648832096052,0,10.533207317899313,1.757967899403823,85,Cu,0,96.160892045286
4.982644115147378,29.80683117047655,97.71400084659982,59.0286543401074,195.14602504349438,1,10.165403660299704,2.0877158581842012,28,W,0,76.75121197132599
4.415660981190234,24.88476240593283,90.05650625391488,56.22104249920819,162.19979657634116,1,8.617982431307562,1.7259946745271142,58,W,0,84.3038567170115
5.571411407257511,25.402198093429934,74.3766634120469,65.24353563208282,190.90410565244613,1,9.516382860444564,2.2130752544519208,20,Cu,1,52.909410975696595
5.375966516343387,27.101308792015224,98.08972237399831,68.27703556544148,179.2038693794623,1,10.841780774784013,1.9483908968777677,34,Al,0,81.85228976164578
5.3955159735215235,27.21105186591597,124.12615421612915,57.58219258076731,187.84707309253054,1,8.948779970217497,2.253716647129494,5,Al,0,75.31406364379008
4.54530627260263,27.37406061112076,107.84604287898024,56.9391654142259,197.25378068422242,0,7.468230683749186,2.0982825512711054,82,Al,0,80.90883246313471
5.701397155468049,26.27746044405837,99.80739620265605,62.45603832705998,219.15583228945812,1,9.772893992219075,1.755355953987614,60,W,0,81.20392650378166
4.29907446860386,22.713990174539035,97.37109170791733,58.20985310126507,204.1520670280125,1,9.858242445972461,2.2849255464154488,43,W,0,99.79512368794998
5.293428546900135,28.26686306460219,100.22465892812046,59.30301399668383,206.15353306802228,0,10.135563416414708,2.310249053285546,57,W,0,99.84439087911316
6.095227812904989,22.707309213962624,105.4711911517521,63.69826575862336,178.08961222308875,1,10.728518643514537,2.176457298519843,57,W,0,73.44358835981838
4.504731837434655,25.605270930478067,88.19187184691155,50.45321956246354,182.3849182079454,1,10.63760581223121,1.847682426992756,75,W,0,91.77906337985041
4.716851135198614,23.491448299961284,111.14321694668872,66.59151162426335,235.97450036702622,0,10.258769805243922,1.9387972091285182,54,Cu,0,71.55236439007304
5.049825682543821,24.871723306814015,107.15381315441245,60.363402621646706,185.29597930473506,0,11.19553138808671,2.029085443481152,81,W,0,70.90576046011566
4.7482621729419,25.657524820606962,107.18185725707934,57.9425342771891,233.12416504114591,1,8.481030219186685,1.8592579201337134,45,Al,0,73.16001682734893
4.224668284466934,25.642714430900547,104.38475738809727,59.55382922889275,195.13877602238267,0,10.50458181447739,2.3384693144926407,86,W,0,98.96456971023802
5.034281487403014,25.843841508470568,100.1961665769399,59.81214677510259,200.0457587228701,1,10.626538363336943,2.0288652943452075,37,Cu,0,98.22590643684092
4.468848143136947,28.227422538117295,106.7286123596682,51.343993482775375,221.4073032045986,0,8.76043771391976,1.4593303905785286,84,Al,0,75.81783460842041
5.23679621531759,25.90706860302796,105.91814133741379,67.47469113726618,225.43784843877313,1,8.49712939131761,2.0678711625512443,48,Cu,0,74.85017006661134
4.540287882883098,24.511686729418702,96.45959289058976,60.206628161353095,197.78374879441824,1,9.254057873524399,1.9303685206365373,54,Al,0,77.21605259547842
5.77496720250877,26.928174336576713,94.26398227103098,62.21501065223688,192.23513892956922,1,9.338458557484708,1.9850146887763105,48,W,0,85.46640982225426
4.608373353831881,27.378940977849282,101.01856295261987,64.75774885287021,198.88159102955575,0,10.75341946350243,1.92627612684286,6,Cu,0,87.0911389610623
4.838969241897162,22.544784369726017,115.49020151495188,54.8941877121985,206.75915056464237,1,9.385461216308904,2.1614092833213374,34,Al,0,76.64780291318343
5.406758608684835,26.194800139699716,87.60892924346099,62.367359495176146,217.82607373739512,0,9.143651481718797,2.2239375557106764,63,W,0,92.69868364269836
4.3845678417830225,26.402345484621797,85.3247473424756,58.661794545506034,200.08459717988302,1,9.388366263305441,2.0566106324517306,78,Al,0,79.28659508207951
5.113729967302064,24.404872993280016,101.64760841236517,64.23385387608246,212.37772596046307,1,11.118632334154212,1.9321377625723681,48,Cu,0,97.6639397658823
5.653571377141214,27.75141362662324,100.50887701856018,49.36386289824252,232.7671946454188,1,10.013043374376952,1.991732559038166,23,Cu,0,89.70168119370192
4.196258382719386,24.699888825934945,101.73341664370409,59.504528498793654,207.6261922452957,1,9.820748974643088,2.0039199233155256,84,Cu,0,83.09053582910835
5.092316929266152,25.251152906943084,102.439531979085,56.985896721080195,206.23305712009557,1,9.889994501298949,1.8395139920270327,13,Cu,0,93.69736005108535
5.129941397124211,24.65385635143226,97.76797745365195,62.16131475317078,169.62178349819865,0,11.292060334326523,2.115785729714247,47,W,0,94.53743878139994
5.390911435888655,25.031158095162937,114.89863438602082,62.35022093684101,147.38539726341872,0,9.250828273396758,2.092008464772093,44,Al,0,78.7144481682683
4.381524644560959,22.807449826209595,83.99096021523485,56.46187052588987,207.76751458460336,0,11.315508290940103,2.3080882479553346,32,W,0,80.19143631508253
4.339771693457862,22.119898234811412,91.71502975219754,56.439130679119785,198.10351537438257,1,10.210496298921504,2.251069956057695,26,Cu,0,98.0786546118581
5.260970782808449,28.189010126449944,98.96745239850952,59.446673157213354,189.70434650170517,1,9.839580618024652,1.862865016481974,53,Al,0,74.94223115089815
5.148492336616593,23.306077303363345,83.56811188845833,55.51678886342396,204.8706040837269,0,12.500900497934282,2.164059674901793,14,Cu,0,71.26451250888803
5.125246425172938,23.017215301087386,98.24145595567929,64.20991847726063,198.79192541606184,1,8.944360510201404,1.8098093233811057,52,W,0,83.62165967828648
5.1732241047484875,20.69321977279257,116.61470165728018,58.15396399776277,222.55560501267797,1,9.646314240432995,2.13918642018817,36,W,0,94.03629700730886
4.659987639210755,23.722076504620997,100.20886488295962,45.46505890339179,201.72221736517955,1,8.767568760836,1.8966771602479784,8,W,0,93.15004318932237
5.116126848580501,22.353820413185005,102.30700905718683,58.12588971689097,185.06153429859665,0,10.95246197053617,1.7953493553248832,40,Al,0,97.58591886738498
5.14653623664934,28.284030320272738,87.3983523482742,54.80728089578014,219.80332477918577,0,11.689188933651678,2.0560090685394807,86,Al,0,85.9960199310712
4.642824290986816,27.01963417868527,93.83638591960522,51.84362092269527,195.65737850107595,0,11.669922781404638,1.4650865743691717,22,Cu,0,73.001940146996
5.932887255572378,23.623699309644554,96.24803619676064,53.81286680888714,210.53073367344615,0,11.223948753146004,1.6498048851189544,16,Al,0,87.66066923008049
5.236916460455894,29.504871610688618,96.82284903243766,60.54704235916485,190.451785876144,0,9.802379532204034,1.9645016232451433,91,Al,0,93.35186843059634
4.404348251398676,26.96353097398319,112.81643795003768,66.64320414124116,187.00346229005126,1,9.634759022510153,2.0164883533269684,60,W,0,72.79984360809479
5.328276804316915,24.350337232982756,105.57691060725125,61.5659223693249,201.68336460371393,1,8.328830227505936,1.9261362459683622,60,Cu,0,75.17972203292769
4.5126591648863394,20.001188570252854,88.88542043062968,56.9674830589213,200.2565728708737,1,12.035873535181793,1.6841127402564802,10,W,0,70.36871983467013
5.393542301871226,29.581885145181484,102.46504778432005,62.279520975853515,209.59654070733666,1,10.468978078148467,1.836421631572299,25,Cu,0,87.8095773834043
5.579297789503702,22.220855066472808,104.98221748496785,57.704548448905044,194.62708493380515,0,9.508043095130517,2.078241865447479,31,Cu,0,96.60203175837714
4.5896588408241445,21.709202506086218,111.40149038521267,56.52699815418428,163.27280432459204,0,11.328056888986968,2.1163563541256725,21,Al,0,90.11989948006298
5.481688064622161,27.04514086401928,115.80540686568374,54.22818665883508,191.34452232823222,1,9.027235483239998,1.9967553764808117,91,W,0,99.46120262772946
5.206390463468249,29.879504812678547,89.84905808172131,51.240855966241405,215.8763693428763,0,10.406622034222675,2.2313667562073976,81,Al,0,71.89100957499285
5.411030079997245,27.768545637021035,91.89142488789662,58.050381467202776,194.05247841513787,1,9.827370865709165,2.0794794046918468,33,Al,0,97.09003255454489
5.948396491326974,26.12781824010472,87.42422141085383,60.79026744960066,195.07233194970905,1,10.6386771398803,1.8505088692083576,31,Al,0,94.42204862160042
4.877305941998565,26.189508683330573,97.65980140893019,59.51688164992555,219.72753011811875,1,9.936426460813879,1.9438995893176765,90,Cu,0,79.42724561498515
4.623131917821255,26.706831117560615,104.66358374446335,57.920165360263205,185.76053545482154,1,8.549072108888776,1.719426768558429,21,W,0,99.20579655511756
4.555242785187239,26.51785717957353,109.87334516589102,55.27126969651609,169.14393563514201,0,10.075576372670039,1.9783722019217167,36,W,0,78.63813244514245
4.592094857517281,25.56238284793875,99.24048976357477,63.04123095842484,196.7873776094901,1,11.048864141875363,2.222420123844268,65,Al,0,96.67914171484655
4.961449145292948,25.208402207903752,96.80152476745155,53.41434040026708,190.31652097502527,0,9.970783594146015,2.1370580169421936,4,Cu,0,96.42245731222567
5.170575987408322,24.874813744200956,101.5175799224874,63.88013956921738,180.6750736049349,1,10.775115121589087,2.2804018651838245,68,W,0,92.72972849808917
5.13834539966501,23.492070822266648,91.64857098369977,54.98891490536638,196.49243088202618,1,8.954470514325948,1.9394229512402015,90,W,0,86.90411421438556
5.413591624518012,24.43864984626645,120.89538721694774,56.237823813234826,209.83011294493568,1,9.973739206730148,2.2692199589028514,4,Al,0,73.60008248850664
5.006500945938954,21.61408637160923,83.92338972881942,52.666074046921615,199.8142287686437,1,9.375489544911423,1.961339154710406,9,Cu,0,85.95915203489494
5.726767038578658,24.8033207464105,101.84740578895725,57.492989265571815,206.13962145372474,0,10.74698084010471,2.294317016513979,30,Al,0,80.70388766964804
4.867671583381022,23.022817785698166,120.2360621922964,64.87656229238989,236.26815397030845,1,10.031491562261996,1.9956286505115752,45,W,0,93.76651099466055
6.360084583294809,22.792821365568457,100.06799844559998,62.578140442219784,193.14242276884872,0,10.690073676336613,2.141446274760855,4,Cu,0,92.74387619490534
5.312833673882503,25.359788302306956,98.09960964998506,64.89211056014018,205.5669726928934,1,11.087710426157866,2.2950224728619713,69,Al,0,97.31837522117816
4.571421221791859,27.7840045726892,96.42554577189573,62.61071272966968,189.8157327480173,1,10.691618575121389,1.961314474283759,23,W,0,70.44490487295124
4.4645537509694435,26.836633212004624,98.19608318237592,54.48165085734816,183.07280560226053,1,10.273118434293645,2.0436777975088347,16,Al,0,94.27309650469138
5.241236207621593,21.858998792753646,113.7284847467653,58.34605387836221,188.3018469316446,0,9.001787741488595,2.2577726850412603,22,Al,0,98.15386159374006
4.888268607337075,23.020743726859326,77.88138088670493,56.099004354412685,190.42482856956622,1,9.997213889333098,1.9733993672139873,72,Al,1,32.57432315128317
5.357000247046046,26.88154237597643,115.33433701296326,66.6528745201952,207.1895159509425,1,9.466909597984166,1.7358215434987678,48,Cu,0,73.905833796111
5.236618812286772,23.03502521292338,85.76042847549854,54.01605676786844,246.98151573401515,1,9.655936043295773,2.428601410916982,62,W,0,72.43837314522663
4.963585543671564,24.55073370000595,97.33347670765585,64.46848844694556,185.67913127448318,1,9.62546584924975,1.9060471071325726,97,W,0,70.62535719423103
